,Code,Measure,Gender,Race,Race_type,Location,Location_type,Income,Income_type,Time,Time_type,Value
13,F_ENTANY,%age entered for any GCSEs,Female,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.7
14,F_ENTANY,%age entered for any GCSEs,Female,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.8
15,F_ENTANY,%age entered for any GCSEs,Female,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,99.4
16,F_ENTANY,%age entered for any GCSEs,Female,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.9
17,F_ENTANY,%age entered for any GCSEs,Female,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,99.0
18,F_ENTANY,%age entered for any GCSEs,Female,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.9
19,F_ENTANY,%age entered for any GCSEs,Female,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,99.0
20,F_ENTANY,%age entered for any GCSEs,Female,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.7
21,F_ENTANY,%age entered for any GCSEs,Female,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.7
22,F_ENTANY,%age entered for any GCSEs,Female,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,95.8
23,F_ENTANY,%age entered for any GCSEs,Female,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,99.4
24,F_ENTANY,%age entered for any GCSEs,Female,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.7
25,F_ENTANY,%age entered for any GCSEs,Female,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,95.8
26,F_ENTANY,%age entered for any GCSEs,Female,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,98.9
0,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.3
1,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.3
2,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,0.9
3,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,9.1
4,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,12.9
5,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.5
6,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.2
7,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.5
8,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.1
9,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,0.8
10,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.2
11,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.2
12,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,0.9
13,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.4
14,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.3
15,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,0.6
16,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.1
17,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.1
18,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.2
19,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.1
20,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.3
21,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.4
22,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,4.6
23,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,0.6
24,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.4
25,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,4.6
26,F_NOT_ANYPASS,%age didn't pass any GCSEs,Female,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,1.3
0,F_ANYPASS,%age passed at least 1 GCSE,Female,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.7
1,F_ANYPASS,%age passed at least 1 GCSE,Female,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.7
2,F_ANYPASS,%age passed at least 1 GCSE,Female,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,99.1
3,F_ANYPASS,%age passed at least 1 GCSE,Female,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,90.9
4,F_ANYPASS,%age passed at least 1 GCSE,Female,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,87.1
5,F_ANYPASS,%age passed at least 1 GCSE,Female,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.5
6,F_ANYPASS,%age passed at least 1 GCSE,Female,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.8
7,F_ANYPASS,%age passed at least 1 GCSE,Female,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.5
8,F_ANYPASS,%age passed at least 1 GCSE,Female,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.9
9,F_ANYPASS,%age passed at least 1 GCSE,Female,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,99.2
10,F_ANYPASS,%age passed at least 1 GCSE,Female,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.8
11,F_ANYPASS,%age passed at least 1 GCSE,Female,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.8
12,F_ANYPASS,%age passed at least 1 GCSE,Female,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,99.1
13,F_ANYPASS,%age passed at least 1 GCSE,Female,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.6
14,F_ANYPASS,%age passed at least 1 GCSE,Female,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.7
15,F_ANYPASS,%age passed at least 1 GCSE,Female,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,99.4
16,F_ANYPASS,%age passed at least 1 GCSE,Female,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.9
17,F_ANYPASS,%age passed at least 1 GCSE,Female,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.9
18,F_ANYPASS,%age passed at least 1 GCSE,Female,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.8
19,F_ANYPASS,%age passed at least 1 GCSE,Female,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.9
20,F_ANYPASS,%age passed at least 1 GCSE,Female,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.7
21,F_ANYPASS,%age passed at least 1 GCSE,Female,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.6
22,F_ANYPASS,%age passed at least 1 GCSE,Female,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,95.4
23,F_ANYPASS,%age passed at least 1 GCSE,Female,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,99.4
24,F_ANYPASS,%age passed at least 1 GCSE,Female,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.6
25,F_ANYPASS,%age passed at least 1 GCSE,Female,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,95.4
26,F_ANYPASS,%age passed at least 1 GCSE,Female,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,98.7
0,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.3
1,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.2
2,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.7
3,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,16.4
4,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,20.1
5,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.4
6,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.3
7,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.8
8,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.0
9,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.3
10,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.5
11,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.1
12,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.8
13,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.4
14,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.4
15,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.2
16,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.7
17,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2.0
18,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.0
19,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1.9
20,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2.5
21,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3.2
22,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,8.4
23,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1.2
24,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,3.2
25,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,8.4
26,F_NOT_ENTBASICS,%age not entered for GCSE English and Maths,Female,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,2.3
0,F_ENTBASICS,%age entered for GCSE English and Maths,Female,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,97.7
1,F_ENTBASICS,%age entered for GCSE English and Maths,Female,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.8
2,F_ENTBASICS,%age entered for GCSE English and Maths,Female,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.3
3,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,83.6
4,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,79.9
5,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.6
6,F_ENTBASICS,%age entered for GCSE English and Maths,Female,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,97.7
7,F_ENTBASICS,%age entered for GCSE English and Maths,Female,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.2
8,F_ENTBASICS,%age entered for GCSE English and Maths,Female,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.0
9,F_ENTBASICS,%age entered for GCSE English and Maths,Female,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.7
10,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.5
11,F_ENTBASICS,%age entered for GCSE English and Maths,Female,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,97.9
12,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.2
13,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.6
14,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.6
15,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.8
16,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.3
17,F_ENTBASICS,%age entered for GCSE English and Maths,Female,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.0
18,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.0
19,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,98.1
20,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,97.5
21,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,96.8
22,F_ENTBASICS,%age entered for GCSE English and Maths,Female,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,91.6
23,F_ENTBASICS,%age entered for GCSE English and Maths,Female,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,98.8
24,F_ENTBASICS,%age entered for GCSE English and Maths,Female,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,96.8
25,F_ENTBASICS,%age entered for GCSE English and Maths,Female,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,91.6
26,F_ENTBASICS,%age entered for GCSE English and Maths,Female,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,97.7
0,M_NATDEN,Total Pupils,Male,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,215354
1,M_NATDEN,Total Pupils,Male,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,201407
2,M_NATDEN,Total Pupils,Male,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,883
3,M_NATDEN,Total Pupils,Male,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,67
4,M_NATDEN,Total Pupils,Male,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,534
5,M_NATDEN,Total Pupils,Male,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,12463
6,M_NATDEN,Total Pupils,Male,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,11535
7,M_NATDEN,Total Pupils,Male,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3614
8,M_NATDEN,Total Pupils,Male,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1354
9,M_NATDEN,Total Pupils,Male,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2542
10,M_NATDEN,Total Pupils,Male,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,4025
11,M_NATDEN,Total Pupils,Male,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,26559
12,M_NATDEN,Total Pupils,Male,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,7321
13,M_NATDEN,Total Pupils,Male,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,10559
14,M_NATDEN,Total Pupils,Male,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,4239
15,M_NATDEN,Total Pupils,Male,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1033
16,M_NATDEN,Total Pupils,Male,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,4440
17,M_NATDEN,Total Pupils,Male,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,13911
18,M_NATDEN,Total Pupils,Male,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3548
19,M_NATDEN,Total Pupils,Male,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,8669
20,M_NATDEN,Total Pupils,Male,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1694
21,M_NATDEN,Total Pupils,Male,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,4242
22,M_NATDEN,Total Pupils,Male,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2972
23,M_NATDEN,Total Pupils,Male,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,1033
24,M_NATDEN,Total Pupils,Male,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,4242
25,M_NATDEN,Total Pupils,Male,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2972
26,M_NATDEN,Total Pupils,Male,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,275606
0,M_INP8CALC,Count used to calculation progress 8,Male,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,207213
1,M_INP8CALC,Count used to calculation progress 8,Male,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,197273
2,M_INP8CALC,Count used to calculation progress 8,Male,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,800
3,M_INP8CALC,Count used to calculation progress 8,Male,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,61
4,M_INP8CALC,Count used to calculation progress 8,Male,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,325
5,M_INP8CALC,Count used to calculation progress 8,Male,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,8754
6,M_INP8CALC,Count used to calculation progress 8,Male,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,10745
7,M_INP8CALC,Count used to calculation progress 8,Male,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3539
8,M_INP8CALC,Count used to calculation progress 8,Male,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1232
9,M_INP8CALC,Count used to calculation progress 8,Male,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2367
10,M_INP8CALC,Count used to calculation progress 8,Male,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3607
11,M_INP8CALC,Count used to calculation progress 8,Male,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,23895
12,M_INP8CALC,Count used to calculation progress 8,Male,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,6522
13,M_INP8CALC,Count used to calculation progress 8,Male,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,9802
14,M_INP8CALC,Count used to calculation progress 8,Male,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3954
15,M_INP8CALC,Count used to calculation progress 8,Male,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,816
16,M_INP8CALC,Count used to calculation progress 8,Male,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3617
17,M_INP8CALC,Count used to calculation progress 8,Male,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,12056
18,M_INP8CALC,Count used to calculation progress 8,Male,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3353
19,M_INP8CALC,Count used to calculation progress 8,Male,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,7307
20,M_INP8CALC,Count used to calculation progress 8,Male,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,1396
21,M_INP8CALC,Count used to calculation progress 8,Male,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,3245
22,M_INP8CALC,Count used to calculation progress 8,Male,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,2534
23,M_INP8CALC,Count used to calculation progress 8,Male,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,816
24,M_INP8CALC,Count used to calculation progress 8,Male,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,3245
25,M_INP8CALC,Count used to calculation progress 8,Male,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,2534
26,M_INP8CALC,Count used to calculation progress 8,Male,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,260504
0,M_ATT8_AVG,Attainment 8,Male,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,47.5
1,M_ATT8_AVG,Attainment 8,Male,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,47.5
2,M_ATT8_AVG,Attainment 8,Male,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,52.2
3,M_ATT8_AVG,Attainment 8,Male,Traveller of Irish heritage,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,27.3
4,M_ATT8_AVG,Attainment 8,Male,Gypsy/Roma,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,19.1
5,M_ATT8_AVG,Attainment 8,Male,Any other white background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,47.1
6,M_ATT8_AVG,Attainment 8,Male,MIXED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,48.1
7,M_ATT8_AVG,Attainment 8,Male,White and Black Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,43.4
8,M_ATT8_AVG,Attainment 8,Male,White and Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,47.6
9,M_ATT8_AVG,Attainment 8,Male,White and Asian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,52.5
10,M_ATT8_AVG,Attainment 8,Male,Any other mixed background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,49.6
11,M_ATT8_AVG,Attainment 8,Male,ASIAN,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,50.4
12,M_ATT8_AVG,Attainment 8,Male,Indian,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,55.2
13,M_ATT8_AVG,Attainment 8,Male,Pakistani,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,46.3
14,M_ATT8_AVG,Attainment 8,Male,Bangladeshi,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,50.3
15,M_ATT8_AVG,Attainment 8,Male,Chinese,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,60.0
16,M_ATT8_AVG,Attainment 8,Male,Any other Asian background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,52.3
17,M_ATT8_AVG,Attainment 8,Male,BLACK,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,45.6
18,M_ATT8_AVG,Attainment 8,Male,Caribbean,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,41.9
19,M_ATT8_AVG,Attainment 8,Male,Black African,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,47.6
20,M_ATT8_AVG,Attainment 8,Male,Any other black background,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,43.4
21,M_ATT8_AVG,Attainment 8,Male,Other,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,47.9
22,M_ATT8_AVG,Attainment 8,Male,Unclassified,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,41.2
23,M_ATT8_AVG,Attainment 8,Male,CHINESE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,60.0
24,M_ATT8_AVG,Attainment 8,Male,OTHER,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,47.9
25,M_ATT8_AVG,Attainment 8,Male,NONCLASSIFIED,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,41.2
26,M_ATT8_AVG,Attainment 8,Male,All pupils,ALL,England,Country,All,FSM,2015-16,Academic Year,47.7
0,M_P8SCORE_AVG,Progress 8,Male,WHITE,ONS_2001_5,England,Country,All,FSM,2015-16,Academic Year,-0.22
1,M_P8SCORE_AVG,Progress 8,Male,White British,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,-0.24
2,M_P8SCORE_AVG,Progress 8,Male,White Irish,ONS_18+1,England,Country,All,FSM,2015-16,Academic Year,-0.08
